"Path","Line","LineNumber"
"C:\Users\elric\omega-project\node_modules\typescript\lib\typescript.js","  (option) => option.allowConfigDirTemplateSubstitution || !option.isCommandLineOnly && option.isFilePath","42085"
"C:\Users\elric\omega-project\node_modules\typescript\lib\typescript.js","var configDirTemplateSubstitutionWatchOptions = optionsForWatch.filter(","42087"
"C:\Users\elric\omega-project\node_modules\typescript\lib\typescript.js","  (option) => option.allowConfigDirTemplateSubstitution || !option.isCommandLineOnly && option.isFilePath","42088"
"C:\Users\elric\omega-project\node_modules\typescript\lib\typescript.js","  const options = handleOptionConfigDirTemplateSubstitution(","43182"
"C:\Users\elric\omega-project\node_modules\typescript\lib\typescript.js","    configDirTemplateSubstitutionOptions,","43184"
"C:\Users\elric\omega-project\node_modules\typescript\lib\typescript.js","  const watchOptions = handleWatchOptionsConfigDirTemplateSubstitution(","43187"
"C:\Users\elric\omega-project\node_modules\typescript\lib\typescript.js","      validatedIncludeSpecs = getSubstitutedStringArrayWithConfigDirTemplate(","43255"
"C:\Users\elric\omega-project\node_modules\typescript\lib\typescript.js","      validatedExcludeSpecs = getSubstitutedStringArrayWithConfigDirTemplate(","43269"
"C:\Users\elric\omega-project\node_modules\typescript\lib\typescript.js","    const validatedFilesSpec = getSubstitutedStringArrayWithConfigDirTemplate(","43275"
"C:\Users\elric\omega-project\node_modules\typescript\lib\typescript.js","function handleWatchOptionsConfigDirTemplateSubstitution(watchOptions, basePath) {","43345"
"C:\Users\elric\omega-project\node_modules\typescript\lib\typescript.js","  return handleOptionConfigDirTemplateSubstitution(watchOptions, configDirTemplateSubstitutionWatchOptions, basePath);","43346"
"C:\Users\elric\omega-project\node_modules\typescript\lib\typescript.js","function handleOptionConfigDirTemplateSubstitution(options, optionDeclarations2, basePath) {","43348"
"C:\Users\elric\omega-project\node_modules\typescript\lib\typescript.js","          if (startsWithConfigDirTemplate(value)) {","43357"
"C:\Users\elric\omega-project\node_modules\typescript\lib\typescript.js","            setOptionValue(option, getSubstitutedPathWithConfigDirTemplate(value, basePath));","43358"
"C:\Users\elric\omega-project\node_modules\typescript\lib\typescript.js","          const listResult = getSubstitutedStringArrayWithConfigDirTemplate(value, basePath);","43363"
"C:\Users\elric\omega-project\node_modules\typescript\lib\typescript.js","          const objectResult = getSubstitutedMapLikeOfStringArrayWithConfigDirTemplate(value, basePath);","43368"
"C:\Users\elric\omega-project\node_modules\typescript\lib\typescript.js","var configDirTemplate = `\${configDir}`;","43381"
"C:\Users\elric\omega-project\node_modules\typescript\lib\typescript.js","function startsWithConfigDirTemplate(value) {","43382"
"C:\Users\elric\omega-project\node_modules\typescript\lib\typescript.js","    configDirTemplate,","43385"
"C:\Users\elric\omega-project\node_modules\typescript\lib\typescript.js","function getSubstitutedPathWithConfigDirTemplate(value, basePath) {","43390"
"C:\Users\elric\omega-project\node_modules\typescript\lib\typescript.js","  return getNormalizedAbsolutePath(value.replace(configDirTemplate, ""./""), basePath);","43391"
"C:\Users\elric\omega-project\node_modules\typescript\lib\typescript.js","function getSubstitutedStringArrayWithConfigDirTemplate(list, basePath) {","43393"
"C:\Users\elric\omega-project\node_modules\typescript\lib\typescript.js","    if (!startsWithConfigDirTemplate(element)) return;","43397"
"C:\Users\elric\omega-project\node_modules\typescript\lib\typescript.js","    (result ?? (result = list.slice()))[index] = getSubstitutedPathWithConfigDirTemplate(element, basePath);","43398"
"C:\Users\elric\omega-project\node_modules\typescript\lib\typescript.js","function getSubstitutedMapLikeOfStringArrayWithConfigDirTemplate(mapLike, basePath) {","43402"
"C:\Users\elric\omega-project\node_modules\typescript\lib\typescript.js","    const subStitution = getSubstitutedStringArrayWithConfigDirTemplate(mapLike[key], basePath);","43407"
"C:\Users\elric\omega-project\node_modules\typescript\lib\typescript.js","          result[propertyName] = map(extendsRaw[propertyName], (path) => startsWithConfigDirTemplate(path) || isRootedDiskPath(path) ? path : combinePaths(","43482"
"C:\Users\elric\omega-project\node_modules\typescript\lib\typescript.js","    value = !startsWithConfigDirTemplate(value) ? getNormalizedAbsolutePath(value, basePath) : value;","43761"
"C:\Users\elric\omega-project\node_modules\typescript\lib\typescript.js","  const moduleResolutionState = getTemporaryModuleResolutionState(cache == null ? void 0 : cache.getPackageJsonInfoCache(), host, options);","44523"
"C:\Users\elric\omega-project\node_modules\typescript\lib\typescript.js","  const loadPackageJsonMainState = getTemporaryModuleResolutionState(cache == null ? void 0 : cache.getPackageJsonInfoCache(), host, options);","45533"
"C:\Users\elric\omega-project\node_modules\typescript\lib\typescript.js","function getTemporaryModuleResolutionState(packageJsonInfoCache, host, options) {","45640"
"C:\Users\elric\omega-project\node_modules\typescript\lib\typescript.js","    if (isJSDocTemplateTag(node.parent)) {","49483"
"C:\Users\elric\omega-project\node_modules\typescript\lib\typescript.js","      const container2 = getEffectiveContainerForJSDocTemplateTag(node.parent);","49484"
"C:\Users\elric\omega-project\node_modules\typescript\lib\typescript.js","      visitType(type.templateType);","49759"
"C:\Users\elric\omega-project\node_modules\typescript\lib\typescript.js","    const state = getTemporaryModuleResolutionState(cache.getPackageJsonInfoCache(), host, {});","50280"
"C:\Users\elric\omega-project\node_modules\typescript\lib\typescript.js","  var templateLiteralTypes = /* @__PURE__ */ new Map();","51550"
"C:\Users\elric\omega-project\node_modules\typescript\lib\typescript.js","  var templateConstraintType = getUnionType([stringType, numberType, booleanType, bigintType, nullType, undefinedType]);","51654"
"C:\Users\elric\omega-project\node_modules\typescript\lib\typescript.js","  var numericStringType = getTemplateLiteralType(["""", """"], [numberType]);","51655"
"C:\Users\elric\omega-project\node_modules\typescript\lib\typescript.js","  var deferredGlobalTemplateStringsArrayType;","51928"
"C:\Users\elric\omega-project\node_modules\typescript\lib\typescript.js","      if (type.flags & 134217728 /* TemplateLiteral */) {","56086"
"C:\Users\elric\omega-project\node_modules\typescript\lib\typescript.js","        const templateHead = factory.createTemplateHead(texts[0]);","56089"
"C:\Users\elric\omega-project\node_modules\typescript\lib\typescript.js","        const templateSpans = factory.createNodeArray(","56090"
"C:\Users\elric\omega-project\node_modules\typescript\lib\typescript.js","          map(types, (t, i) => factory.createTemplateLiteralTypeSpan(","56091"
"C:\Users\elric\omega-project\node_modules\typescript\lib\typescript.js","            (i < types.length - 1 ? factory.createTemplateMiddle : factory.createTemplateTail)(texts[i + 1])","56093"
"C:\Users\elric\omega-project\node_modules\typescript\lib\typescript.js","        return factory.createTemplateLiteralType(templateHead, templateSpans);","56097"
"C:\Users\elric\omega-project\node_modules\typescript\lib\typescript.js","        let templateType = getTemplateTypeFromMappedType(type2);","56188"
"C:\Users\elric\omega-project\node_modules\typescript\lib\typescript.js","            templateType = instantiateType(","56197"
"C:\Users\elric\omega-project\node_modules\typescript\lib\typescript.js","              getTemplateTypeFromMappedType(target),","56198"
"C:\Users\elric\omega-project\node_modules\typescript\lib\typescript.js","        const templateTypeNode = typeToTypeNodeHelper(removeMissingType(templateType, !!(getMappedTypeModifiers(type2) & 4 /* IncludeOptional */)), context);","56220"
"C:\Users\elric\omega-project\node_modules\typescript\lib\typescript.js","          templateTypeNode,","56227"
"C:\Users\elric\omega-project\node_modules\typescript\lib\typescript.js","        !!(length(filter(getPropertiesOfType(typeToSerialize), isNamespaceMember)) || length(getSignaturesOfType(typeToSerialize, 0 /* Call */))) && !length(getSignaturesOfType(typeToSerialize, 1 /* Construct */)) && // TODO: could probably serialize as function + ns + class, now that that's OK","59611"
"C:\Users\elric\omega-project\node_modules\typescript\lib\typescript.js","                // TODO: https://github.com/microsoft/TypeScript/pull/32372#discussion_r328386357","59704"
"C:\Users\elric\omega-project\node_modules\typescript\lib\typescript.js","        const tempName = getUnusedName(`${rootName}_base`);","59867"
"C:\Users\elric\omega-project\node_modules\typescript\lib\typescript.js","              tempName,","59873"
"C:\Users\elric\omega-project\node_modules\typescript\lib\typescript.js","          factory.createIdentifier(tempName),","59882"
"C:\Users\elric\omega-project\node_modules\typescript\lib\typescript.js","        case 346 /* JSDocTemplateTag */:","61568"
"C:\Users\elric\omega-project\node_modules\typescript\lib\typescript.js","          return node.tags ? appendTypeParameters(outerTypeParameters, flatMap(node.tags, (t) => isJSDocTemplateTag(t) ? t.typeParameters : void 0)) : outerTypeParameters;","61598"
"C:\Users\elric\omega-project\node_modules\typescript\lib\typescript.js","        if (!stringsOnly || info.keyType.flags & (4 /* String */ | 134217728 /* TemplateLiteral */)) {","63024"
"C:\Users\elric\omega-project\node_modules\typescript\lib\typescript.js","    const templateType = getTemplateTypeFromMappedType(mappedType);","63039"
"C:\Users\elric\omega-project\node_modules\typescript\lib\typescript.js","    const templateModifiers = getMappedTypeModifiers(type);","63041"
"C:\Users\elric\omega-project\node_modules\typescript\lib\typescript.js","          const isOptional = !!(templateModifiers & 4 /* IncludeOptional */ || !(templateModifiers & 8 /* ExcludeOptional */) && modifiersProp && modifiersProp.flags & 16777216 /* Optional */);","63068"
"C:\Users\elric\omega-project\node_modules\typescript\lib\typescript.js","          const isReadonly = !!(templateModifiers & 1 /* IncludeReadonly */ || !(templateModifiers & 2 /* ExcludeReadonly */) && modifiersProp && isReadonlySymbol(modifiersProp));","63069"
"C:\Users\elric\omega-project\node_modules\typescript\lib\typescript.js","        const propType = instantiateType(templateType, appendTypeMapping(type.mapper, typeParameter, keyType));","63084"
"C:\Users\elric\omega-project\node_modules\typescript\lib\typescript.js","        const isReadonly = !!(templateModifiers & 1 /* IncludeReadonly */ || !(templateModifiers & 2 /* ExcludeReadonly */) && (modifiersIndexInfo == null ? void 0 : modifiersIndexInfo.isReadonly));","63086"
"C:\Users\elric\omega-project\node_modules\typescript\lib\typescript.js","      const templateType = getTemplateTypeFromMappedType(mappedType.target || mappedType);","63105"
"C:\Users\elric\omega-project\node_modules\typescript\lib\typescript.js","      const propType = instantiateType(templateType, mapper);","63107"
"C:\Users\elric\omega-project\node_modules\typescript\lib\typescript.js","  function getTemplateTypeFromMappedType(type) {","63130"
"C:\Users\elric\omega-project\node_modules\typescript\lib\typescript.js","    return type.templateType || (type.templateType = type.declaration.type ? instantiateType(addOptionality(","63131"
"C:\Users\elric\omega-project\node_modules\typescript\lib\typescript.js","    if (type.flags & (58982400 /* InstantiableNonPrimitive */ | 3145728 /* UnionOrIntersection */ | 134217728 /* TemplateLiteral */ | 268435456 /* StringMapping */) || isGenericTupleType(type)) {","63423"
"C:\Users\elric\omega-project\node_modules\typescript\lib\typescript.js","      if (t.flags & 134217728 /* TemplateLiteral */) {","63505"
"C:\Users\elric\omega-project\node_modules\typescript\lib\typescript.js","        return constraints.length === types.length ? getTemplateLiteralType(t.texts, constraints) : stringType;","63508"
"C:\Users\elric\omega-project\node_modules\typescript\lib\typescript.js","          } else if (grandParent.kind === 205 /* TemplateLiteralTypeSpan */) {","64603"
"C:\Users\elric\omega-project\node_modules\typescript\lib\typescript.js","    const host2 = isJSDocTemplateTag(tp.parent) ? getEffectiveContainerForJSDocTemplateTag(tp.parent) : tp.parent;","64639"
"C:\Users\elric\omega-project\node_modules\typescript\lib\typescript.js","  function getGlobalTemplateStringsArrayType() {","65202"
"C:\Users\elric\omega-project\node_modules\typescript\lib\typescript.js","    return deferredGlobalTemplateStringsArrayType || (deferredGlobalTemplateStringsArrayType = getGlobalType(","65203"
"C:\Users\elric\omega-project\node_modules\typescript\lib\typescript.js","      ""TemplateStringsArray"",","65204"
"C:\Users\elric\omega-project\node_modules\typescript\lib\typescript.js","      const remove = flags & (128 /* StringLiteral */ | 134217728 /* TemplateLiteral */ | 268435456 /* StringMapping */) && includes & 4 /* String */ || flags & 256 /* NumberLiteral */ && includes & 8 /* Number */ || flags & 2048 /* BigIntLiteral */ && includes & 64 /* BigInt */ || flags & 8192 /* UniqueESSymbol */ && includes & 4096 /* ESSymbol */ || reduceVoidUndefined && flags & 32768 /* Undefined */ && includes & 16384 /* Void */ || isFreshLiteralType(t) && containsType(types, t.regularType);","65942"
"C:\Users\elric\omega-project\node_modules\typescript\lib\typescript.js","  function removeStringLiteralsMatchedByTemplateLiterals(types) {","65948"
"C:\Users\elric\omega-project\node_modules\typescript\lib\typescript.js","    const templates = filter(types, isPatternLiteralType);","65949"
"C:\Users\elric\omega-project\node_modules\typescript\lib\typescript.js","    if (templates.length) {","65950"
"C:\Users\elric\omega-project\node_modules\typescript\lib\typescript.js","        if (t.flags & 128 /* StringLiteral */ && some(templates, (template) => isTypeMatchedByTemplateLiteralOrStringMapping(t, template))) {","65955"
"C:\Users\elric\omega-project\node_modules\typescript\lib\typescript.js","  function isTypeMatchedByTemplateLiteralOrStringMapping(type, template) {","65961"
"C:\Users\elric\omega-project\node_modules\typescript\lib\typescript.js","    return template.flags & 134217728 /* TemplateLiteral */ ? isTypeMatchedByTemplateLiteralType(type, template) : isMemberOfStringMapping(type, template);","65962"
"C:\Users\elric\omega-project\node_modules\typescript\lib\typescript.js","      if (includes & (32 /* Enum */ | 2944 /* Literal */ | 8192 /* UniqueESSymbol */ | 134217728 /* TemplateLiteral */ | 268435456 /* StringMapping */) || includes & 16384 /* Void */ && includes & 32768 /* Undefined */) {","66058"
"C:\Users\elric\omega-project\node_modules\typescript\lib\typescript.js","      if (includes & 128 /* StringLiteral */ && includes & (134217728 /* TemplateLiteral */ | 268435456 /* StringMapping */)) {","66061"
"C:\Users\elric\omega-project\node_modules\typescript\lib\typescript.js","        removeStringLiteralsMatchedByTemplateLiterals(typeSet);","66062"
"C:\Users\elric\omega-project\node_modules\typescript\lib\typescript.js","      const remove = t.flags & 4 /* String */ && includes & (128 /* StringLiteral */ | 134217728 /* TemplateLiteral */ | 268435456 /* StringMapping */) || t.flags & 8 /* Number */ && includes & 256 /* NumberLiteral */ || t.flags & 64 /* BigInt */ && includes & 2048 /* BigIntLiteral */ || t.flags & 4096 /* ESSymbol */ && includes & 8192 /* UniqueESSymbol */ || t.flags & 16384 /* Void */ && includes & 32768 /* Undefined */ || isEmptyAnonymousObjectType(t) && includes & 470302716 /* DefinitelyNonNullable */;","66205"
"C:\Users\elric\omega-project\node_modules\typescript\lib\typescript.js","  function extractRedundantTemplateLiterals(types) {","66228"
"C:\Users\elric\omega-project\node_modules\typescript\lib\typescript.js","      if (!(t.flags & (134217728 /* TemplateLiteral */ | 268435456 /* StringMapping */))) continue;","66234"
"C:\Users\elric\omega-project\node_modules\typescript\lib\typescript.js","    if (includes & (134217728 /* TemplateLiteral */ | 268435456 /* StringMapping */) && includes & 128 /* StringLiteral */ && extractRedundantTemplateLiterals(typeSet)) {","66314"
"C:\Users\elric\omega-project\node_modules\typescript\lib\typescript.js","    if (includes & 4 /* String */ && includes & (128 /* StringLiteral */ | 134217728 /* TemplateLiteral */ | 268435456 /* StringMapping */) || includes & 8 /* Number */ && includes & 256 /* NumberLiteral */ || includes & 64 /* BigInt */ && includes & 2048 /* BigIntLiteral */ || includes & 4096 /* ESSymbol */ && includes & 8192 /* UniqueESSymbol */ || includes & 16384 /* Void */ && includes & 32768 /* Undefined */ || includes & 16777216 /* IncludesEmptyObject */ && includes & 470302716 /* DefinitelyNonNullable */) {","66323"
"C:\Users\elric\omega-project\node_modules\typescript\lib\typescript.js","      const noSupertypeReduction = !!(t.flags & (4 /* String */ | 8 /* Number */ | 64 /* BigInt */) || t.flags & 134217728 /* TemplateLiteral */ && isPatternLiteralType(t));","66430"
"C:\Users\elric\omega-project\node_modules\typescript\lib\typescript.js","      return type.flags & (3 /* AnyOrUnknown */ | 402784252 /* Primitive */ | 131072 /* Never */ | 262144 /* TypeParameter */ | 524288 /* Object */ | 67108864 /* NonPrimitive */) ? true : type.flags & 16777216 /* Conditional */ ? type.root.isDistributive && type.checkType === typeVariable : type.flags & (3145728 /* UnionOrIntersection */ | 134217728 /* TemplateLiteral */) ? every(type.types, isDistributive) : type.flags & 8388608 /* IndexedAccess */ ? isDistributive(type.objectType) && isDistributive(type.indexType) : type.flags & 33554432 /* Substitution */ ? isDistributive(type.baseType) && isDistributive(type.constraint) : type.flags & 268435456 /* StringMapping */ ? isDistributive(type.type) : false;","66482"
"C:\Users\elric\omega-project\node_modules\typescript\lib\typescript.js","  function getTypeFromTemplateTypeNode(node) {","66568"
"C:\Users\elric\omega-project\node_modules\typescript\lib\typescript.js","      links.resolvedType = getTemplateLiteralType(","66571"
"C:\Users\elric\omega-project\node_modules\typescript\lib\typescript.js","        [node.head.text, ...map(node.templateSpans, (span) => span.literal.text)],","66572"
"C:\Users\elric\omega-project\node_modules\typescript\lib\typescript.js","        map(node.templateSpans, (span) => getTypeFromTypeNode(span.type))","66573"
"C:\Users\elric\omega-project\node_modules\typescript\lib\typescript.js","  function getTemplateLiteralType(texts, types) {","66578"
"C:\Users\elric\omega-project\node_modules\typescript\lib\typescript.js","      return checkCrossProductUnion(types) ? mapType(types[unionIndex], (t) => getTemplateLiteralType(texts, replaceElement(types, unionIndex, t))) : errorType;","66581"
"C:\Users\elric\omega-project\node_modules\typescript\lib\typescript.js","    let type = templateLiteralTypes.get(id);","66605"
"C:\Users\elric\omega-project\node_modules\typescript\lib\typescript.js","      templateLiteralTypes.set(id, type = createTemplateLiteralType(newTexts, newTypes));","66607"
"C:\Users\elric\omega-project\node_modules\typescript\lib\typescript.js","          text += getTemplateStringForType(t) || """";","66614"
"C:\Users\elric\omega-project\node_modules\typescript\lib\typescript.js","        } else if (t.flags & 134217728 /* TemplateLiteral */) {","66616"
"C:\Users\elric\omega-project\node_modules\typescript\lib\typescript.js","  function getTemplateStringForType(type) {","66631"
"C:\Users\elric\omega-project\node_modules\typescript\lib\typescript.js","  function createTemplateLiteralType(texts, types) {","66634"
"C:\Users\elric\omega-project\node_modules\typescript\lib\typescript.js","    const type = createType(134217728 /* TemplateLiteral */);","66635"
"C:\Users\elric\omega-project\node_modules\typescript\lib\typescript.js","    return type.flags & (1048576 /* Union */ | 131072 /* Never */) ? mapType(type, (t) => getStringMappingType(symbol, t)) : type.flags & 128 /* StringLiteral */ ? getStringLiteralType(applyStringMapping(symbol, type.value)) : type.flags & 134217728 /* TemplateLiteral */ ? getTemplateLiteralType(...applyTemplateStringMapping(symbol, type.texts, type.types)) : (","66641"
"C:\Users\elric\omega-project\node_modules\typescript\lib\typescript.js","        isPatternLiteralPlaceholderType(type) ? getStringMappingTypeForGenericType(symbol, getTemplateLiteralType(["""", """"], [type])) : type","66645"
"C:\Users\elric\omega-project\node_modules\typescript\lib\typescript.js","  function applyTemplateStringMapping(symbol, texts, types) {","66662"
"C:\Users\elric\omega-project\node_modules\typescript\lib\typescript.js","    return !!(type.flags & 134217728 /* TemplateLiteral */) && every(type.types, isPatternLiteralPlaceholderType) || !!(type.flags & 268435456 /* StringMapping */) && isPatternLiteralPlaceholderType(type.type);","66947"
"C:\Users\elric\omega-project\node_modules\typescript\lib\typescript.js","    return !!(type.flags & (134217728 /* TemplateLiteral */ | 268435456 /* StringMapping */)) && !isPatternLiteralType(type);","66950"
"C:\Users\elric\omega-project\node_modules\typescript\lib\typescript.js","    const templateMapper = combineTypeMappers(objectType.mapper, mapper);","67053"
"C:\Users\elric\omega-project\node_modules\typescript\lib\typescript.js","    const instantiatedTemplateType = instantiateType(getTemplateTypeFromMappedType(objectType.target || objectType), templateMapper);","67054"
"C:\Users\elric\omega-project\node_modules\typescript\lib\typescript.js","      instantiatedTemplateType,","67057"
"C:\Users\elric\omega-project\node_modules\typescript\lib\typescript.js","      case 204 /* TemplateLiteralType */:","67797"
"C:\Users\elric\omega-project\node_modules\typescript\lib\typescript.js","        return getTypeFromTemplateTypeNode(node);","67798"
"C:\Users\elric\omega-project\node_modules\typescript\lib\typescript.js","      // TODO(rbuckton): These aren't valid TypeNodes, but we treat them as such because of `isPartOfTypeNode`, which returns `true` for things that aren't `TypeNode`s.","67803"
"C:\Users\elric\omega-project\node_modules\typescript\lib\typescript.js","        const templateTagParameters = getTypeParametersFromDeclaration(declaration);","67990"
"C:\Users\elric\omega-project\node_modules\typescript\lib\typescript.js","        outerTypeParameters = addRange(outerTypeParameters, templateTagParameters);","67991"
"C:\Users\elric\omega-project\node_modules\typescript\lib\typescript.js","      return i < fixedLength ? instantiateMappedTypeTemplate(mappedType, getStringLiteralType("""" + i), !!(flags & 2 /* Optional */), fixedMapper) : flags & 8 /* Variadic */ ? instantiateType(mappedType, prependTypeMapping(typeVariable, type, mapper)) : getElementTypeOfArrayType(instantiateType(mappedType, prependTypeMapping(typeVariable, createArrayType(type), mapper))) ?? unknownType;","68125"
"C:\Users\elric\omega-project\node_modules\typescript\lib\typescript.js","    const elementType = instantiateMappedTypeTemplate(","68133"
"C:\Users\elric\omega-project\node_modules\typescript\lib\typescript.js","  function instantiateMappedTypeTemplate(type, key, isOptional, mapper) {","68142"
"C:\Users\elric\omega-project\node_modules\typescript\lib\typescript.js","    const templateMapper = appendTypeMapping(mapper, getTypeParameterFromMappedType(type), key);","68143"
"C:\Users\elric\omega-project\node_modules\typescript\lib\typescript.js","    const propType = instantiateType(getTemplateTypeFromMappedType(type.target || type), templateMapper);","68144"
"C:\Users\elric\omega-project\node_modules\typescript\lib\typescript.js","    if (flags & 134217728 /* TemplateLiteral */) {","68266"
"C:\Users\elric\omega-project\node_modules\typescript\lib\typescript.js","      return getTemplateLiteralType(type.texts, instantiateTypes(type.types, mapper));","68267"
"C:\Users\elric\omega-project\node_modules\typescript\lib\typescript.js","        if (sourceFlags & 134217728 /* TemplateLiteral */) {","70546"
"C:\Users\elric\omega-project\node_modules\typescript\lib\typescript.js","            const templateType = getTemplateTypeFromMappedType(source2);","70607"
"C:\Users\elric\omega-project\node_modules\typescript\lib\typescript.js","            if (result2 = isRelatedTo(templateType, indexedAccessType, 3 /* Both */, reportErrors2)) {","70609"
"C:\Users\elric\omega-project\node_modules\typescript\lib\typescript.js","        const templateType = getTemplateTypeFromMappedType(target2);","70716"
"C:\Users\elric\omega-project\node_modules\typescript\lib\typescript.js","          if (!keysRemapped && templateType.flags & 8388608 /* IndexedAccess */ && templateType.objectType === source2 && templateType.indexType === getTypeParameterFromMappedType(target2)) {","70719"
"C:\Users\elric\omega-project\node_modules\typescript\lib\typescript.js","              const templateType2 = getTemplateTypeFromMappedType(target2);","70728"
"C:\Users\elric\omega-project\node_modules\typescript\lib\typescript.js","              const nonNullComponent = extractTypesOfKind(templateType2, ~98304 /* Nullable */);","70730"
"C:\Users\elric\omega-project\node_modules\typescript\lib\typescript.js","                if (result2 = isRelatedTo(indexedAccessType, templateType2, 3 /* Both */, reportErrors2)) {","70738"
"C:\Users\elric\omega-project\node_modules\typescript\lib\typescript.js","      } else if (targetFlags & 134217728 /* TemplateLiteral */) {","70780"
"C:\Users\elric\omega-project\node_modules\typescript\lib\typescript.js","        if (sourceFlags & 134217728 /* TemplateLiteral */) {","70781"
"C:\Users\elric\omega-project\node_modules\typescript\lib\typescript.js","            return templateLiteralTypesDefinitelyUnrelated(source2, target2) ? 0 /* False */ : -1 /* True */;","70783"
"C:\Users\elric\omega-project\node_modules\typescript\lib\typescript.js","        if (isTypeMatchedByTemplateLiteralType(source2, target2)) {","70787"
"C:\Users\elric\omega-project\node_modules\typescript\lib\typescript.js","      } else if (sourceFlags & 134217728 /* TemplateLiteral */ && !(targetFlags & 524288 /* Object */)) {","70844"
"C:\Users\elric\omega-project\node_modules\typescript\lib\typescript.js","        if (!(targetFlags & 134217728 /* TemplateLiteral */)) {","70845"
"C:\Users\elric\omega-project\node_modules\typescript\lib\typescript.js","            return result2 & isRelatedTo(instantiateType(getTemplateTypeFromMappedType(source2), mapper), getTemplateTypeFromMappedType(target2), 3 /* Both */, reportErrors2);","71023"
"C:\Users\elric\omega-project\node_modules\typescript\lib\typescript.js","        const related = relation !== strictSubtypeRelation && !sourceIsPrimitive && targetHasStringIndex && targetInfo.type.flags & 1 /* Any */ ? -1 /* True */ : isGenericMappedType(source2) && targetHasStringIndex ? isRelatedTo(getTemplateTypeFromMappedType(source2), targetInfo.type, 3 /* Both */, reportErrors2) : typeRelatedToIndexInfo(source2, targetInfo, reportErrors2, intersectionState);","71681"
"C:\Users\elric\omega-project\node_modules\typescript\lib\typescript.js","    return isUnitType(type) || !!(type.flags & 134217728 /* TemplateLiteral */) || !!(type.flags & 268435456 /* StringMapping */);","71750"
"C:\Users\elric\omega-project\node_modules\typescript\lib\typescript.js","      const temp = source;","71931"
"C:\Users\elric\omega-project\node_modules\typescript\lib\typescript.js","      target = temp;","71933"
"C:\Users\elric\omega-project\node_modules\typescript\lib\typescript.js","    return type.flags & 1056 /* EnumLike */ ? getBaseTypeOfEnumLikeType(type) : type.flags & (128 /* StringLiteral */ | 134217728 /* TemplateLiteral */ | 268435456 /* StringMapping */) ? stringType : type.flags & 256 /* NumberLiteral */ ? numberType : type.flags & 2048 /* BigIntLiteral */ ? bigintType : type.flags & 512 /* BooleanLiteral */ ? booleanType : type.flags & 1048576 /* Union */ ? getBaseTypeOfLiteralTypeUnion(type) : type;","72262"
"C:\Users\elric\omega-project\node_modules\typescript\lib\typescript.js","    return type.flags & (128 /* StringLiteral */ | 134217728 /* TemplateLiteral */ | 268435456 /* StringMapping */) ? stringType : type.flags & (256 /* NumberLiteral */ | 32 /* Enum */) ? numberType : type.flags & 2048 /* BigIntLiteral */ ? bigintType : type.flags & 512 /* BooleanLiteral */ ? booleanType : type.flags & 1048576 /* Union */ ? mapType(type, getBaseTypeOfLiteralTypeForComparison) : type;","72269"
"C:\Users\elric\omega-project\node_modules\typescript\lib\typescript.js","          error2(declaration, Diagnostics.Mapped_object_type_implicitly_has_an_any_template_type);","72661"
"C:\Users\elric\omega-project\node_modules\typescript\lib\typescript.js","    const templateType = getTemplateTypeFromMappedType(target);","72942"
"C:\Users\elric\omega-project\node_modules\typescript\lib\typescript.js","    inferTypes([inference], sourceType, templateType);","72944"
"C:\Users\elric\omega-project\node_modules\typescript\lib\typescript.js","  function templateLiteralTypesDefinitelyUnrelated(source, target) {","73021"
"C:\Users\elric\omega-project\node_modules\typescript\lib\typescript.js","    if (target.flags & (4 /* String */ | 134217728 /* TemplateLiteral */)) {","73042"
"C:\Users\elric\omega-project\node_modules\typescript\lib\typescript.js","  function isValidTypeForTemplateLiteralPlaceholder(source, target) {","73056"
"C:\Users\elric\omega-project\node_modules\typescript\lib\typescript.js","      return every(target.types, (t) => t === emptyTypeLiteralType || isValidTypeForTemplateLiteralPlaceholder(source, t));","73058"
"C:\Users\elric\omega-project\node_modules\typescript\lib\typescript.js","      ) || target.flags & (512 /* BooleanLiteral */ | 98304 /* Nullable */) && value === target.intrinsicName || target.flags & 268435456 /* StringMapping */ && isMemberOfStringMapping(source, target) || target.flags & 134217728 /* TemplateLiteral */ && isTypeMatchedByTemplateLiteralType(source, target));","73073"
"C:\Users\elric\omega-project\node_modules\typescript\lib\typescript.js","    if (source.flags & 134217728 /* TemplateLiteral */) {","73075"
"C:\Users\elric\omega-project\node_modules\typescript\lib\typescript.js","  function inferTypesFromTemplateLiteralType(source, target) {","73081"
"C:\Users\elric\omega-project\node_modules\typescript\lib\typescript.js","    return source.flags & 128 /* StringLiteral */ ? inferFromLiteralPartsToTemplateLiteral([source.value], emptyArray, target) : source.flags & 134217728 /* TemplateLiteral */ ? arrayIsEqualTo(source.texts, target.texts) ? map(source.types, (s, i) => {","73082"
"C:\Users\elric\omega-project\node_modules\typescript\lib\typescript.js","    }) : inferFromLiteralPartsToTemplateLiteral(source.texts, source.types, target) : void 0;","73084"
"C:\Users\elric\omega-project\node_modules\typescript\lib\typescript.js","  function isTypeMatchedByTemplateLiteralType(source, target) {","73086"
"C:\Users\elric\omega-project\node_modules\typescript\lib\typescript.js","    const inferences = inferTypesFromTemplateLiteralType(source, target);","73087"
